attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,AcademicRisk
93.69,77.81,11.87,95.82,2.9,5,Other,Low Risk
83.01,84.34,89.82,99.28,3.73,4,Female,Low Risk
69.09,70.5,77.33,75.75,2.99,5,Male,Low Risk
97.59,68.45,18.17,1.41,1.34,4,Male,High Risk
28.21,64.9,69.06,52.64,2.44,8,Female,Medium Risk
35.17,70.13,79.06,59.02,0.59,7,Other,High Risk
42.82,63.79,85.62,63.11,1.39,4,Female,Medium Risk
60.89,77.26,80.63,80.66,3.1,5,Female,Low Risk
76.75,93.98,53.3,28.68,3.19,4,Female,Low Risk
87.09,67.67,91.19,62.78,3.48,1,Female,Low Risk
98.73,76.48,75.48,89.72,3.37,2,Female,Low Risk
42.75,31.78,85.19,95.39,1.69,5,Other,Medium Risk
96.8,42.88,27.68,42.64,0.85,1,Other,High Risk
80.51,91.65,61.69,69.67,2.33,8,Male,Low Risk
97.28,94.3,79.27,74.12,3.81,2,Male,Low Risk
71.2,72.21,55.9,89.28,3.29,1,Male,Low Risk
90.01,34.27,3.9,49.46,0.5,8,Male,High Risk
52.74,63.05,77.27,87.12,2.04,5,Female,Medium Risk
91.71,59.48,83.13,78.4,3.08,7,Male,Low Risk
77.29,42.66,65.85,82.8,3.75,7,Male,Low Risk
93.46,60.06,83.15,73.38,2.77,8,Male,Low Risk
59.93,98.67,78.89,92.98,2.12,1,Male,Low Risk
69.57,89.53,51.25,68.36,2.96,5,Female,Low Risk
94.97,86.8,70.28,88.77,2.2,7,Female,Low Risk
92.88,60.64,65.01,85.5,3.9,2,Male,Low Risk
94.72,67.73,69.65,61.52,3.04,5,Female,Low Risk
80.58,68.9,88.02,55.01,2.25,4,Male,Medium Risk
55.38,4.42,76.98,32.35,1.13,3,Male,High Risk
60.32,60.17,88.33,63.0,3.68,2,Female,Low Risk
83.02,80.89,90.92,69.54,3.45,6,Female,Low Risk
69.72,96.87,57.37,21.73,4.0,1,Male,Low Risk
82.07,98.57,77.84,91.22,3.56,1,Female,Low Risk
54.26,53.01,58.42,72.54,2.1,8,Female,Medium Risk
82.35,65.86,64.38,96.42,2.69,2,Male,Low Risk
39.71,72.54,37.63,57.87,2.84,8,Male,Medium Risk
11.35,65.31,48.21,57.24,0.15,5,Other,High Risk
53.06,44.49,62.39,92.67,2.09,2,Male,Medium Risk
72.88,53.07,60.72,86.53,2.28,6,Female,Medium Risk
73.4,45.99,86.24,93.42,3.34,8,Female,Low Risk
51.15,87.09,86.94,53.38,2.65,6,Male,Medium Risk
75.91,88.7,84.53,63.38,3.18,8,Male,Low Risk
66.71,97.09,65.66,60.8,2.97,4,Female,Low Risk
53.89,52.11,67.07,77.57,3.32,5,Male,Medium Risk
78.13,11.06,99.7,87.92,1.14,7,Other,Medium Risk
39.79,32.46,70.54,58.79,3.39,8,Female,Medium Risk
23.72,6.37,85.51,60.73,0.66,8,Male,High Risk
72.86,55.81,79.85,67.78,2.34,5,Male,Medium Risk
76.59,20.77,48.9,17.8,3.02,7,Male,Medium Risk
40.32,80.89,29.38,68.48,2.9,8,Other,Medium Risk
17.45,76.41,49.63,91.92,0.13,8,Male,High Risk
50.82,53.45,61.35,55.99,3.3,1,Female,Medium Risk
85.36,94.1,52.69,73.13,3.01,2,Male,Low Risk
90.88,90.92,95.62,76.58,2.67,2,Female,Low Risk
15.29,92.07,34.14,5.01,1.37,1,Other,High Risk
96.51,76.76,24.25,71.6,0.08,8,Other,Medium Risk
57.03,75.83,63.07,81.17,3.9,8,Male,Low Risk
95.45,31.52,35.43,22.28,0.34,8,Other,High Risk
66.93,93.31,88.35,93.76,3.16,8,Female,Low Risk
34.79,56.54,35.14,94.21,1.02,6,Male,High Risk
89.68,47.56,6.03,82.22,2.59,6,Other,Medium Risk
53.67,76.49,59.59,63.21,2.81,2,Male,Medium Risk
78.85,57.56,36.58,73.53,3.9,5,Male,Low Risk
90.9,69.87,14.75,76.84,3.44,3,Female,Low Risk
61.42,79.29,61.02,75.21,3.21,6,Female,Low Risk
75.74,46.52,86.85,73.49,3.9,6,Other,Low Risk
84.92,16.05,84.79,1.22,1.77,3,Female,High Risk
58.84,55.58,74.35,67.06,3.27,1,Male,Medium Risk
87.9,33.67,67.91,75.65,1.31,8,Other,Medium Risk
97.57,63.06,70.71,64.09,2.99,3,Male,Low Risk
5.94,69.83,71.63,51.25,3.48,4,Other,Medium Risk
86.27,66.94,58.94,64.69,2.53,5,Female,Medium Risk
90.26,99.75,48.76,49.54,3.09,3,Male,Low Risk
99.15,80.2,3.97,81.16,4.0,2,Male,Low Risk
85.34,23.39,5.83,28.14,1.17,4,Female,High Risk
28.68,13.0,50.12,22.0,3.74,7,Male,High Risk
26.62,50.21,43.18,54.5,3.4,7,Male,Medium Risk
53.34,69.56,19.55,43.64,1.78,8,Male,High Risk
92.89,54.44,70.26,54.14,2.78,5,Female,Low Risk
98.99,63.44,63.61,7.22,3.88,1,Other,Low Risk
24.59,72.98,75.46,9.78,1.87,2,Male,High Risk
86.41,94.88,34.79,9.06,0.9,4,Female,Medium Risk
55.45,37.74,14.57,99.77,2.47,3,Female,Medium Risk
42.94,56.59,66.91,43.5,1.79,1,Other,High Risk
54.57,80.51,58.94,79.19,3.7,7,Female,Low Risk
71.93,90.19,50.98,53.23,2.39,7,Male,Medium Risk
55.14,45.83,61.74,89.93,3.48,2,Male,Medium Risk
97.36,40.61,73.69,53.17,2.75,3,Female,Medium Risk
85.72,47.86,66.71,79.51,3.24,5,Female,Low Risk
58.5,64.8,77.3,86.79,3.85,3,Male,Low Risk
67.16,48.73,57.97,78.72,3.33,6,Male,Medium Risk
95.17,74.26,82.34,89.46,2.08,4,Male,Low Risk
40.84,22.48,24.73,58.41,1.27,6,Other,High Risk
73.41,48.81,89.29,88.3,3.16,5,Male,Low Risk
58.18,94.98,59.6,51.08,2.36,3,Male,Medium Risk
67.25,52.67,81.53,74.94,3.34,3,Male,Low Risk
73.41,74.44,78.93,97.67,3.75,1,Male,Low Risk
95.28,0.35,21.28,18.02,3.13,3,Female,High Risk
64.04,54.61,12.4,39.27,1.25,7,Other,High Risk
97.83,76.97,57.19,79.08,3.2,3,Female,Low Risk
5.86,79.2,72.05,89.47,3.6,3,Other,Medium Risk
63.58,94.75,82.25,85.03,2.11,6,Male,Low Risk
75.58,94.58,57.58,93.46,2.23,1,Male,Low Risk
70.26,57.5,84.37,51.0,2.63,1,Male,Medium Risk
93.7,43.66,72.99,77.78,2.97,4,Female,Low Risk
24.37,86.03,78.06,99.43,1.26,2,Other,Medium Risk
86.62,62.62,95.54,50.11,3.11,5,Female,Low Risk
59.76,18.43,84.65,57.9,1.61,1,Male,Medium Risk
88.74,58.07,82.3,51.41,3.5,5,Male,Low Risk
73.68,66.88,59.9,55.48,2.2,7,Male,Medium Risk
56.55,92.18,73.57,69.29,3.79,4,Male,Low Risk
41.13,40.22,17.89,41.4,3.15,7,Other,High Risk
87.2,66.55,95.64,67.21,2.52,2,Male,Low Risk
79.5,72.46,67.68,86.68,3.89,3,Female,Low Risk
38.75,36.35,14.97,59.68,2.41,3,Female,High Risk
65.17,65.29,85.98,76.19,3.71,4,Female,Low Risk
78.6,70.52,96.88,96.56,1.1,4,Other,Medium Risk
51.01,85.12,54.15,85.23,3.46,7,Female,Low Risk
57.52,51.98,54.39,60.24,2.74,5,Male,Medium Risk
70.91,81.28,70.94,82.64,3.87,7,Male,Low Risk
92.09,95.51,85.61,93.25,2.4,6,Male,Low Risk
94.28,54.26,45.04,31.24,0.3,5,Male,High Risk
75.85,80.7,61.22,51.76,2.82,1,Male,Medium Risk
91.16,75.13,65.79,70.84,2.17,1,Female,Low Risk
61.49,94.25,95.79,76.43,2.69,2,Female,Low Risk
99.09,55.44,78.78,55.96,3.63,8,Male,Low Risk
64.85,46.95,74.1,65.64,3.08,1,Male,Medium Risk
88.54,43.79,95.88,58.43,2.41,7,Female,Medium Risk
78.59,53.29,90.73,99.46,3.11,8,Female,Low Risk
75.83,90.79,77.62,84.26,2.46,7,Male,Low Risk
84.89,62.25,85.15,71.89,2.49,5,Female,Low Risk
80.95,95.85,21.78,1.78,1.75,3,Other,Medium Risk
30.32,15.42,72.01,58.2,0.8,1,Other,High Risk
91.9,89.26,88.67,47.9,0.68,3,Other,Medium Risk
63.4,10.59,14.03,41.91,3.86,2,Female,Medium Risk
52.02,25.85,48.67,14.61,2.26,3,Male,High Risk
74.93,61.76,53.53,91.24,3.78,1,Female,Low Risk
58.66,67.43,72.4,89.71,3.45,1,Male,Low Risk
50.38,54.53,73.54,64.95,1.43,2,Male,Medium Risk
87.14,82.48,98.4,89.69,2.03,4,Male,Low Risk
78.39,92.99,82.04,57.43,2.9,1,Female,Low Risk
51.79,88.99,99.92,98.32,2.0,4,Female,Low Risk
59.53,72.45,16.79,73.25,3.8,8,Other,Medium Risk
50.66,99.26,90.13,98.18,3.66,3,Male,Low Risk
94.03,57.79,64.55,79.73,3.24,5,Female,Low Risk
18.32,44.5,18.93,15.67,0.38,4,Female,High Risk
99.52,80.98,69.0,84.86,2.84,7,Male,Low Risk
88.09,91.93,64.77,93.08,3.88,5,Female,Low Risk
3.67,52.78,81.14,66.06,0.79,1,Other,High Risk
53.25,79.2,88.41,97.22,2.49,2,Female,Low Risk
75.14,77.7,98.27,69.92,2.7,6,Female,Low Risk
75.71,95.69,73.66,32.99,3.31,4,Female,Low Risk
90.52,72.63,63.14,94.1,3.39,7,Male,Low Risk
81.59,26.23,54.15,63.9,3.85,3,Female,Medium Risk
94.18,39.7,56.17,81.03,3.41,8,Female,Low Risk
98.73,51.5,90.74,91.87,2.51,3,Female,Low Risk
73.75,52.51,65.85,97.63,2.78,1,Male,Low Risk
85.13,30.46,45.05,66.56,0.52,8,Female,High Risk
57.36,72.34,92.92,94.06,3.22,3,Male,Low Risk
75.65,94.13,63.77,99.35,3.74,5,Female,Low Risk
76.19,43.87,92.31,93.88,3.15,2,Female,Low Risk
97.96,42.31,8.07,32.36,0.95,2,Male,High Risk
64.84,44.54,94.09,99.16,2.24,6,Female,Medium Risk
51.45,58.5,63.68,61.33,2.02,3,Female,Medium Risk
88.4,99.9,92.84,56.82,2.46,2,Male,Low Risk
67.25,89.38,91.33,84.51,2.55,3,Male,Low Risk
70.67,44.09,59.24,99.45,2.87,6,Female,Medium Risk
95.48,90.39,79.75,72.67,3.25,4,Female,Low Risk
63.1,90.51,31.38,84.8,2.74,8,Male,Medium Risk
9.02,43.34,35.27,72.05,2.32,5,Female,High Risk
51.18,85.98,14.94,34.07,2.77,4,Male,Medium Risk
96.72,95.79,67.17,74.21,3.9,5,Female,Low Risk
62.68,74.73,89.47,27.26,0.44,1,Other,Medium Risk
14.09,0.55,85.69,86.32,0.38,1,Male,High Risk
92.13,93.05,57.57,95.8,2.38,7,Male,Low Risk
94.0,51.76,60.29,74.73,3.63,6,Male,Low Risk
80.75,94.79,55.39,99.63,3.28,1,Female,Low Risk
78.96,83.85,70.29,90.83,3.74,6,Female,Low Risk
73.02,94.96,76.6,87.72,2.08,4,Other,Low Risk
93.96,66.94,53.25,88.87,2.26,6,Male,Low Risk
21.27,90.83,89.0,67.95,0.96,3,Female,Medium Risk
97.54,82.27,77.62,98.87,2.8,2,Female,Low Risk
97.95,52.71,84.74,86.99,2.78,1,Male,Low Risk
26.13,79.21,19.69,24.22,3.37,1,Other,Medium Risk
8.67,94.96,46.3,63.02,0.09,5,Male,High Risk
55.59,89.7,51.76,90.59,3.15,1,Female,Low Risk
55.71,45.14,90.54,64.87,3.64,4,Female,Medium Risk
41.23,75.96,23.07,90.58,2.0,2,Other,Medium Risk
55.56,91.62,90.57,86.44,3.97,5,Female,Low Risk
65.08,46.69,95.9,94.78,3.23,8,Female,Low Risk
82.64,9.27,51.28,52.06,2.3,5,Other,Medium Risk
68.71,59.89,91.09,66.81,2.62,2,Male,Medium Risk
82.8,81.17,64.03,70.88,2.84,6,Female,Low Risk
58.46,99.33,94.53,50.79,3.39,8,Male,Low Risk
27.37,15.73,97.57,23.56,0.81,7,Female,High Risk
68.09,52.55,74.67,76.78,3.59,2,Female,Low Risk
78.18,61.85,95.54,64.21,2.02,2,Female,Medium Risk
29.51,98.29,76.5,79.6,3.49,8,Other,Low Risk
5.95,72.73,10.56,24.18,2.0,3,Male,High Risk
77.99,89.95,83.89,95.84,3.61,4,Female,Low Risk
99.89,90.08,91.38,80.6,2.85,2,Female,Low Risk
73.92,86.34,70.94,83.89,3.32,2,Female,Low Risk
31.55,12.97,69.48,27.38,1.38,3,Male,High Risk
56.49,96.34,91.23,73.56,2.11,7,Male,Low Risk
66.9,78.56,79.6,82.21,3.41,3,Male,Low Risk
95.37,78.58,95.2,40.03,3.03,3,Female,Low Risk
56.01,40.0,55.6,66.0,2.32,3,Male,Medium Risk
64.27,84.67,55.47,89.84,3.3,7,Male,Low Risk
50.8,99.88,66.61,65.66,3.82,6,Male,Low Risk
77.6,74.83,93.59,82.06,2.57,1,Male,Low Risk
68.85,87.85,68.22,87.31,3.27,8,Female,Low Risk
93.05,57.2,83.1,39.99,3.56,2,Male,Low Risk
87.29,75.32,92.05,79.17,2.59,3,Male,Low Risk
74.06,72.54,95.24,52.01,2.39,3,Female,Low Risk
14.53,99.7,3.02,59.73,2.6,5,Other,High Risk
72.65,82.82,88.12,81.21,3.51,1,Female,Low Risk
46.47,36.79,21.92,20.84,3.01,8,Male,High Risk
77.2,70.71,53.18,74.46,2.63,2,Female,Medium Risk
50.46,56.64,80.15,54.49,2.34,5,Female,Medium Risk
15.59,9.16,88.72,37.67,2.09,7,Other,High Risk
88.01,63.27,65.12,96.77,3.07,3,Female,Low Risk
76.27,94.78,63.15,88.09,3.55,5,Female,Low Risk
95.88,99.12,78.58,71.22,3.14,2,Male,Low Risk
79.66,40.91,98.1,68.88,3.4,4,Female,Low Risk
56.84,72.12,68.44,77.92,3.51,2,Female,Low Risk
77.95,96.87,93.22,67.48,3.69,2,Male,Low Risk
78.57,71.32,53.22,54.29,2.8,2,Male,Medium Risk
81.37,62.86,73.05,86.4,3.84,7,Male,Low Risk
80.69,86.25,21.16,4.21,1.62,8,Other,Medium Risk
72.6,11.05,99.95,94.19,3.59,8,Female,Low Risk
5.22,9.26,8.82,95.26,2.74,8,Female,High Risk
68.79,47.09,83.43,87.79,3.91,4,Male,Low Risk
36.85,50.07,62.06,40.56,1.73,8,Male,High Risk
63.37,94.17,97.5,74.69,3.72,7,Male,Low Risk
50.78,77.1,84.41,93.95,3.27,8,Male,Low Risk
71.63,71.92,60.43,55.12,2.36,6,Male,Medium Risk
85.71,96.5,78.66,59.05,2.85,5,Male,Low Risk
69.84,78.66,89.62,89.68,2.47,7,Female,Low Risk
80.56,71.01,71.5,68.72,3.7,6,Male,Low Risk
53.13,3.96,80.26,49.3,2.91,3,Other,Medium Risk
53.58,87.85,50.44,86.61,2.85,5,Female,Medium Risk
72.32,83.64,40.91,42.3,1.99,2,Female,Medium Risk
81.32,89.18,62.33,57.14,3.72,4,Female,Low Risk
75.06,51.03,20.1,85.04,1.36,5,Male,Medium Risk
72.08,76.81,50.44,91.41,2.62,6,Male,Low Risk
34.56,35.01,52.21,97.24,1.88,1,Other,High Risk
63.42,95.65,98.75,94.5,2.17,6,Male,Low Risk
90.63,83.17,36.85,87.77,3.0,4,Other,Low Risk
84.97,95.44,89.16,74.28,3.69,2,Female,Low Risk
85.41,83.97,69.69,63.54,2.99,4,Male,Low Risk
94.59,75.06,70.44,78.97,2.3,6,Female,Low Risk
99.35,63.64,25.32,45.0,3.8,6,Female,Low Risk
60.64,92.0,86.01,83.7,3.59,5,Female,Low Risk
60.44,57.29,59.53,75.32,2.07,5,Female,Medium Risk
72.07,71.23,55.72,67.53,3.73,7,Female,Low Risk
71.45,55.89,68.65,74.13,3.78,4,Male,Low Risk
80.83,61.24,67.2,87.75,2.51,1,Male,Low Risk
59.46,99.81,83.35,54.57,3.03,7,Male,Low Risk
79.01,99.99,67.95,51.98,3.06,8,Male,Low Risk
84.58,57.17,61.97,78.49,2.51,3,Male,Medium Risk
63.28,75.6,58.78,90.08,2.05,2,Male,Medium Risk
75.5,3.72,55.38,57.59,1.21,1,Other,High Risk
56.26,85.95,72.55,57.47,3.11,3,Male,Low Risk
83.45,90.36,56.92,97.66,2.36,1,Male,Low Risk
23.49,1.02,33.95,25.61,2.29,7,Male,High Risk
84.62,64.61,77.26,88.68,2.46,2,Female,Low Risk
76.97,49.87,67.56,72.69,3.07,6,Male,Medium Risk
79.47,89.19,70.78,91.92,3.26,3,Female,Low Risk
79.57,59.31,58.4,83.39,3.45,4,Male,Low Risk
87.81,90.41,92.57,71.22,3.0,7,Female,Low Risk
73.3,95.64,71.65,66.12,3.05,5,Male,Low Risk
70.87,86.13,57.54,86.73,3.66,4,Male,Low Risk
72.46,44.87,97.65,83.06,2.97,6,Female,Low Risk
88.28,43.86,78.35,71.23,3.3,1,Female,Low Risk
39.1,14.99,13.54,59.75,2.19,5,Male,High Risk
56.3,47.29,65.51,21.01,3.92,7,Male,Medium Risk
96.34,87.15,71.38,98.51,2.16,3,Male,Low Risk
13.73,23.8,27.0,16.61,1.57,2,Male,High Risk
36.08,5.53,35.74,26.48,2.44,4,Male,High Risk
57.35,57.92,16.73,97.5,1.02,4,Other,High Risk
88.93,41.3,82.7,67.56,2.26,3,Male,Medium Risk
69.78,79.79,78.43,89.49,2.22,4,Female,Low Risk
99.88,80.34,36.18,37.61,3.72,6,Female,Low Risk
86.6,22.11,10.86,1.01,2.86,4,Male,High Risk
2.67,0.53,39.96,88.43,3.28,8,Other,High Risk
25.04,74.61,76.98,72.41,0.1,3,Other,High Risk
89.04,60.29,88.49,91.85,2.69,6,Female,Low Risk
66.84,37.29,5.91,95.8,3.98,3,Female,Medium Risk
38.95,8.66,83.86,56.07,2.02,2,Other,High Risk
53.43,15.75,44.98,20.29,3.51,5,Other,High Risk
80.17,99.54,97.06,6.95,2.71,4,Female,Low Risk
78.88,92.64,63.66,58.21,2.04,5,Male,Medium Risk
57.54,80.75,55.44,71.17,2.65,4,Female,Medium Risk
55.21,77.86,77.15,67.81,3.5,4,Male,Low Risk
42.59,61.08,0.39,62.64,1.13,2,Female,High Risk
81.82,51.35,99.0,50.0,3.58,6,Male,Low Risk
54.88,83.99,89.56,58.55,2.33,1,Male,Medium Risk
6.64,11.65,61.63,60.7,3.89,6,Female,High Risk
49.23,98.23,54.03,74.67,3.92,6,Other,Low Risk
51.9,49.72,57.88,86.47,2.83,2,Male,Medium Risk
66.8,94.22,58.89,77.41,3.41,7,Male,Low Risk
80.18,62.13,67.91,99.46,3.19,6,Female,Low Risk
55.08,61.71,51.31,87.2,3.82,6,Female,Low Risk
61.64,48.85,69.44,60.91,3.29,5,Female,Medium Risk
18.15,52.96,70.67,57.53,0.37,3,Other,High Risk
75.92,85.32,46.43,75.79,3.67,7,Other,Low Risk
82.61,80.79,94.26,54.01,2.36,2,Male,Low Risk
92.73,11.84,52.95,99.29,3.41,3,Other,Medium Risk
4.31,81.61,5.19,67.23,0.63,8,Female,High Risk
95.19,72.74,87.43,67.82,3.18,4,Female,Low Risk
89.61,46.49,71.02,52.02,2.69,1,Male,Medium Risk
99.48,97.07,97.91,68.38,2.29,1,Female,Low Risk
83.84,75.63,74.29,76.14,2.52,1,Female,Low Risk
78.51,92.25,64.37,74.33,2.43,5,Male,Low Risk
27.08,70.99,98.02,61.15,0.22,1,Female,High Risk
87.22,76.8,57.93,80.86,3.9,6,Female,Low Risk
81.55,88.87,94.11,96.51,3.21,2,Female,Low Risk
58.99,66.75,83.06,74.98,2.09,4,Female,Medium Risk
32.16,82.77,77.08,50.03,3.07,3,Male,Medium Risk
93.06,81.42,41.27,41.96,3.47,5,Female,Low Risk
91.13,44.13,51.5,57.47,2.23,5,Female,Medium Risk
92.6,58.12,59.92,53.07,2.34,3,Male,Medium Risk
64.39,82.28,44.34,22.72,2.22,8,Male,Medium Risk
89.11,41.41,96.28,42.99,3.0,4,Other,Low Risk
64.54,59.04,74.29,55.89,2.65,1,Male,Medium Risk
26.69,37.15,42.25,74.75,3.7,7,Male,Medium Risk
73.86,83.3,80.3,55.9,2.53,3,Other,Low Risk
71.87,63.48,67.84,76.72,3.79,7,Female,Low Risk
93.8,66.68,92.11,25.68,3.43,6,Female,Low Risk
82.96,41.38,73.89,79.99,2.44,6,Male,Medium Risk
64.81,48.35,43.94,11.21,2.07,3,Male,High Risk
94.45,45.89,51.23,93.21,2.77,7,Male,Low Risk
94.53,55.37,92.27,53.63,2.55,2,Female,Low Risk
71.59,77.47,91.19,20.28,3.87,1,Female,Low Risk
58.86,71.57,63.63,58.88,2.14,3,Male,Medium Risk
72.24,75.5,98.5,73.99,2.14,2,Male,Low Risk
90.51,94.03,54.39,78.64,2.6,2,Female,Low Risk
55.59,29.74,32.98,93.19,2.73,8,Other,Medium Risk
95.25,65.73,96.62,80.33,3.2,6,Male,Low Risk
95.32,77.86,79.17,97.73,2.4,6,Other,Low Risk
99.84,73.13,84.01,71.23,3.37,1,Male,Low Risk
63.12,57.17,71.01,93.47,3.11,8,Female,Low Risk
36.04,15.83,10.58,9.51,2.64,2,Female,High Risk
74.93,17.8,47.9,25.73,0.01,1,Other,High Risk
99.48,85.98,31.8,87.06,2.73,8,Female,Low Risk
51.04,80.24,56.05,94.94,3.97,3,Female,Low Risk
64.23,62.45,50.4,68.13,2.19,8,Male,Medium Risk
1.65,86.69,49.17,78.17,2.89,8,Other,Medium Risk
4.42,40.13,32.39,94.86,2.31,8,Other,High Risk
61.22,73.98,71.87,8.59,0.63,7,Male,High Risk
52.47,88.31,29.23,52.08,1.36,6,Other,Medium Risk
89.15,67.58,93.35,53.9,2.24,1,Male,Low Risk
97.36,70.83,72.3,61.59,3.91,6,Male,Low Risk
92.24,51.38,87.41,58.46,3.86,6,Female,Low Risk
55.79,99.3,69.74,87.25,3.2,6,Male,Low Risk
79.12,41.58,99.53,85.64,2.08,3,Male,Medium Risk
57.71,61.72,79.58,82.44,3.89,4,Female,Low Risk
59.54,90.62,52.32,64.5,3.33,7,Male,Low Risk
79.1,67.38,91.09,81.03,3.74,1,Female,Low Risk
92.1,74.9,60.69,75.74,2.53,5,Male,Low Risk
99.67,59.41,81.16,58.99,3.39,5,Male,Low Risk
8.49,51.15,45.07,75.13,1.86,3,Female,High Risk
85.13,98.7,65.97,62.35,2.41,8,Female,Low Risk
69.34,8.51,37.39,74.44,2.89,3,Female,Medium Risk
30.91,91.25,82.64,74.41,3.82,1,Female,Low Risk
36.17,94.86,4.48,53.01,2.31,1,Other,Medium Risk
77.57,70.24,54.55,81.53,3.36,2,Female,Low Risk
81.14,79.36,76.64,83.67,2.14,3,Male,Low Risk
65.63,61.34,90.43,47.69,1.38,8,Female,Medium Risk
70.12,61.66,75.22,67.43,3.19,7,Female,Low Risk
87.52,56.11,71.21,61.74,3.01,7,Male,Low Risk
83.49,68.78,85.7,71.44,2.43,6,Female,Low Risk
76.87,77.31,28.53,88.59,3.57,7,Other,Low Risk
95.51,45.11,50.84,75.85,3.26,4,Other,Low Risk
67.63,83.31,51.82,96.18,3.4,2,Male,Low Risk
65.18,92.15,61.88,99.8,2.52,7,Male,Low Risk
61.35,54.64,63.28,67.72,2.38,6,Male,Medium Risk
64.91,67.02,76.29,5.81,1.47,6,Female,Medium Risk
18.86,71.95,25.0,93.14,3.31,7,Female,Medium Risk
78.43,54.62,70.59,80.46,3.59,6,Female,Low Risk
48.7,51.09,77.34,70.98,3.65,3,Other,Medium Risk
99.09,76.58,72.05,73.29,2.48,5,Female,Low Risk
84.68,86.34,91.08,55.25,2.36,5,Male,Low Risk
47.64,17.74,48.79,10.23,3.49,1,Female,High Risk
54.19,59.59,71.47,55.78,3.27,4,Male,Medium Risk
81.97,71.37,93.89,83.24,2.88,1,Male,Low Risk
98.55,96.14,74.99,74.17,3.06,3,Male,Low Risk
72.61,73.11,90.67,64.24,3.47,2,Male,Low Risk
85.86,58.82,71.89,86.34,3.3,6,Female,Low Risk
85.24,58.3,92.34,70.8,2.64,4,Male,Low Risk
85.21,42.51,65.53,92.99,3.07,7,Female,Low Risk
65.2,66.97,96.64,92.98,2.31,2,Female,Low Risk
65.61,70.49,91.78,98.87,3.25,4,Male,Low Risk
85.63,73.23,85.07,79.54,3.41,4,Male,Low Risk
85.6,4.64,31.35,92.59,3.8,2,Other,Medium Risk
55.56,0.76,18.87,93.13,2.42,6,Other,High Risk
93.04,47.74,54.39,55.1,2.17,7,Male,Medium Risk
90.42,66.16,30.33,99.78,2.75,3,Other,Low Risk
76.2,44.48,90.93,60.93,3.88,3,Male,Low Risk
65.26,62.03,99.26,67.41,3.2,3,Male,Low Risk
72.92,67.97,60.41,68.8,3.05,2,Female,Low Risk
44.3,66.89,90.08,55.04,2.71,7,Male,Medium Risk
79.55,77.64,98.22,78.15,2.58,3,Female,Low Risk
56.52,68.61,51.12,87.66,3.66,3,Male,Low Risk
15.54,87.43,28.32,56.15,3.17,5,Other,Medium Risk
96.39,15.12,51.05,24.83,2.95,3,Other,Medium Risk
64.23,46.73,96.69,58.41,3.23,6,Male,Medium Risk
75.71,99.31,74.9,69.13,2.04,5,Male,Low Risk
56.45,41.83,84.42,74.2,2.93,8,Male,Medium Risk
92.81,57.38,66.65,81.96,2.63,6,Male,Low Risk
76.42,61.31,95.63,56.68,3.04,2,Female,Low Risk
63.25,72.86,79.21,74.69,3.39,5,Male,Low Risk
72.06,49.78,54.14,71.7,3.89,3,Female,Low Risk
80.81,53.13,85.97,67.93,3.1,5,Male,Low Risk
92.08,59.98,22.73,1.76,2.48,2,Other,Medium Risk
98.46,94.09,87.67,61.99,2.79,6,Male,Low Risk
43.9,73.42,86.76,75.84,3.97,5,Other,Low Risk
69.78,72.49,82.61,70.42,2.58,6,Male,Low Risk
96.88,84.75,91.88,52.83,3.55,7,Female,Low Risk
97.96,89.04,53.49,89.84,3.73,2,Male,Low Risk
71.39,98.28,69.91,78.39,2.31,8,Female,Low Risk
60.71,82.52,88.59,65.38,4.0,1,Female,Low Risk
79.17,79.43,80.08,61.73,2.78,8,Male,Low Risk
55.35,62.62,97.78,70.38,2.23,4,Male,Medium Risk
92.19,86.64,61.43,57.5,3.17,1,Male,Low Risk
56.39,68.22,98.08,82.13,2.74,5,Female,Low Risk
92.34,92.84,54.65,82.06,2.13,5,Male,Low Risk
97.92,12.24,45.85,49.42,0.67,4,Female,High Risk
56.5,89.01,72.04,90.05,2.67,8,Male,Low Risk
86.55,71.06,79.26,71.24,2.15,1,Female,Low Risk
61.5,19.82,89.57,19.01,3.54,8,Other,Medium Risk
80.46,69.81,50.1,89.53,2.17,6,Male,Medium Risk
80.57,70.9,98.15,69.09,2.62,1,Female,Low Risk
31.14,17.25,86.94,97.08,1.83,6,Male,Medium Risk
58.63,90.29,98.01,74.64,2.63,6,Female,Low Risk
89.83,95.73,69.44,53.18,2.41,3,Female,Low Risk
70.04,61.89,51.07,90.7,2.93,6,Male,Medium Risk
72.56,94.96,60.2,87.91,3.2,8,Other,Low Risk
67.43,61.61,99.75,53.28,2.21,6,Female,Medium Risk
99.64,77.31,88.2,98.61,2.76,7,Male,Low Risk
57.89,90.42,69.48,70.25,3.2,8,Female,Low Risk
95.15,87.58,46.84,84.17,2.92,8,Female,Low Risk
92.46,62.01,31.11,40.01,0.53,5,Male,High Risk
98.82,76.46,43.02,67.61,2.46,6,Female,Low Risk
4.98,71.81,23.84,45.15,1.47,2,Male,High Risk
92.77,98.95,62.29,95.56,3.09,4,Female,Low Risk
48.01,27.46,42.46,90.83,2.01,3,Other,Medium Risk
13.83,69.86,97.41,2.83,2.96,7,Other,Medium Risk
93.74,95.3,67.54,98.93,3.81,8,Male,Low Risk
