attendance,internal_marks,assignment_score,quiz_score,previous_gpa,semester,gender,performance_score,AcademicRisk
34.56,35.01,52.21,97.24,1.88,1,Other,49.81,High Risk
44.01,12.58,9.17,66.75,2.62,6,Female,41.28,High Risk
21.48,62.29,16.77,36.27,2.75,2,Female,42.97,High Risk
58.47,79.04,35.0,24.23,2.9,4,Other,57.44,Medium Risk
70.96,88.2,64.63,23.3,2.18,6,Other,62.19,Medium Risk
5.26,94.55,39.25,92.39,2.32,8,Male,54.47,Medium Risk
44.37,24.96,42.94,67.35,1.13,7,Other,39.69,High Risk
69.79,75.93,45.6,47.8,0.53,3,Other,49.96,High Risk
58.24,99.35,99.03,52.68,2.56,6,Other,73.19,Low Risk
50.53,80.61,72.23,65.56,3.31,2,Other,70.11,Low Risk
27.18,81.85,36.85,36.88,3.0,3,Female,52.97,Medium Risk
68.35,52.2,87.0,74.3,3.12,1,Female,71.22,Low Risk
98.67,79.62,84.26,75.17,3.42,2,Male,85.88,Low Risk
95.98,29.08,93.11,81.79,3.54,6,Male,78.17,Low Risk
15.49,88.57,36.85,4.97,1.31,8,Other,36.05,High Risk
98.3,68.6,10.41,19.83,3.3,2,Other,63.46,Medium Risk
40.17,72.25,91.51,80.07,1.56,1,Female,59.98,Medium Risk
6.96,49.32,8.08,72.37,2.21,5,Other,37.48,High Risk
82.01,25.67,74.53,7.37,3.06,6,Other,57.05,Medium Risk
83.57,5.86,79.2,72.05,3.58,6,Male,67.13,Medium Risk
95.73,65.7,62.61,27.82,3.72,5,Female,73.89,Low Risk
82.08,98.67,34.23,98.73,3.98,1,Other,85.07,Low Risk
52.1,42.86,46.44,20.93,3.29,4,Male,52.27,Medium Risk
85.92,86.05,96.11,28.61,2.09,4,Male,70.46,Low Risk
74.23,59.07,65.34,29.94,0.97,3,Male,50.73,Medium Risk
55.78,91.93,89.6,36.0,1.03,6,Other,57.61,Medium Risk
86.91,3.64,55.62,21.63,3.44,7,Female,55.54,Medium Risk
54.86,59.66,38.26,77.39,2.89,8,Other,61.06,Medium Risk
88.62,44.54,83.25,87.14,3.76,1,Male,80.12,Low Risk
75.3,87.78,80.77,77.91,2.92,1,Female,78.43,Low Risk
77.41,95.63,72.05,89.87,3.49,6,Female,84.58,Low Risk
97.96,42.31,8.07,32.36,0.95,2,Male,44.95,High Risk
90.26,84.15,44.55,83.4,2.11,7,Male,71.78,Low Risk
70.06,82.06,58.72,50.65,3.88,2,Male,74.58,Low Risk
50.15,73.24,18.82,44.38,2.13,6,Other,49.98,High Risk
85.17,66.65,41.38,93.42,3.61,7,Female,77.41,Low Risk
31.39,74.27,1.47,82.72,3.43,4,Female,56.77,Medium Risk
45.39,24.78,23.67,74.6,3.27,8,Male,51.48,Medium Risk
18.09,90.71,4.46,23.29,1.17,2,Female,34.14,High Risk
70.52,78.07,45.89,56.87,0.56,2,Male,52.16,Medium Risk
22.27,35.28,94.21,88.6,2.23,4,Female,53.98,Medium Risk
15.36,60.08,11.97,36.49,3.83,1,Other,47.06,High Risk
19.41,87.92,14.8,1.88,2.0,3,Other,37.44,High Risk
42.21,91.85,96.85,53.39,3.12,6,Other,70.96,Low Risk
87.02,78.41,59.38,12.27,3.84,7,Male,72.18,Low Risk
88.5,77.28,52.63,95.01,1.7,7,Other,70.35,Low Risk
3.02,17.54,93.77,81.63,2.09,8,Other,43.64,High Risk
87.2,41.88,31.73,73.91,0.86,1,Male,51.4,Medium Risk
97.43,92.74,43.95,34.94,2.74,4,Female,71.86,Low Risk
38.99,82.86,18.76,93.64,2.32,4,Female,57.68,Medium Risk
53.47,1.4,0.22,51.07,1.22,6,Male,28.97,High Risk
59.97,25.11,61.21,89.97,0.0,5,Male,42.69,High Risk
52.38,95.33,10.0,97.12,3.95,5,Female,72.92,Low Risk
39.46,31.91,60.87,58.1,1.64,1,Female,44.34,High Risk
97.44,75.97,80.2,42.57,2.39,1,Female,72.91,Low Risk
38.51,63.96,26.65,13.98,1.91,2,Female,40.45,High Risk
35.11,90.68,33.99,97.77,3.75,3,Male,70.11,Low Risk
87.46,33.93,53.09,24.84,0.98,3,Male,46.47,High Risk
36.08,17.64,46.75,39.21,0.96,8,Other,31.44,High Risk
88.51,46.83,36.94,71.93,3.86,7,Other,71.95,Low Risk
92.47,82.26,3.7,37.27,0.19,3,Male,46.9,High Risk
55.66,82.58,17.9,90.04,4.0,2,Female,71.62,Low Risk
5.94,69.83,71.63,51.25,3.48,4,Other,55.63,Medium Risk
66.01,14.23,11.14,13.24,0.31,7,Other,24.94,High Risk
97.36,70.83,72.3,61.59,3.91,7,Other,83.03,Low Risk
92.82,41.67,0.36,6.26,0.44,8,Male,35.28,High Risk
39.05,52.9,3.35,38.3,1.9,4,Male,38.47,High Risk
84.96,0.87,17.04,47.1,3.4,5,Other,52.28,Medium Risk
82.92,25.4,88.71,90.81,3.84,4,Female,76.74,Low Risk
56.09,18.08,84.71,82.8,1.4,1,Other,51.52,Medium Risk
67.53,71.33,77.37,86.55,2.96,4,Other,74.24,Low Risk
56.38,42.57,27.26,27.86,3.97,3,Other,55.69,Medium Risk
63.42,54.37,59.83,62.99,2.85,7,Female,62.96,Medium Risk
35.21,7.51,42.07,66.87,3.35,4,Female,47.58,High Risk
39.91,92.86,37.39,41.32,2.5,4,Other,55.98,Medium Risk
10.43,68.75,31.87,86.66,3.68,3,Male,57.14,Medium Risk
5.82,40.37,4.86,60.75,2.75,1,Other,36.56,High Risk
77.93,99.67,52.87,38.83,1.57,5,Male,62.98,Medium Risk
32.62,23.47,39.33,74.23,1.9,1,Female,41.76,High Risk
7.59,65.66,45.69,68.88,2.39,2,Other,47.15,High Risk
72.5,99.91,79.71,50.54,3.54,6,Other,79.77,Low Risk
4.39,43.96,77.4,65.08,2.81,7,Female,48.82,High Risk
96.62,35.78,99.91,63.84,2.99,8,Male,74.56,Low Risk
85.5,51.97,42.01,95.46,3.55,3,Male,74.58,Low Risk
12.2,85.24,75.43,81.98,2.1,2,Other,56.83,Medium Risk
80.07,81.17,83.51,69.36,3.04,7,Male,78.18,Low Risk
82.0,69.07,13.25,11.42,3.09,1,Female,57.33,Medium Risk
20.46,17.9,58.68,97.34,3.51,3,Male,54.04,Medium Risk
82.63,89.62,14.02,55.4,0.43,6,Other,51.68,Medium Risk
87.33,83.71,87.19,28.05,2.47,4,Other,71.3,Low Risk
42.06,35.18,99.0,46.39,2.72,2,Other,56.36,Medium Risk
35.47,16.34,22.65,81.81,1.07,1,Other,34.49,High Risk
39.99,98.58,72.14,1.06,3.36,5,Other,61.69,Medium Risk
99.88,80.34,36.18,37.61,3.72,3,Other,75.36,Low Risk
69.25,70.02,18.1,85.8,1.51,4,Male,56.34,Medium Risk
92.07,78.23,83.45,12.25,3.12,4,Other,72.52,Low Risk
93.56,51.93,24.48,83.51,3.43,3,Female,71.41,Low Risk
89.37,42.6,32.78,50.25,1.67,4,Male,53.75,Medium Risk
62.95,84.48,55.29,21.12,2.97,2,Other,62.66,Medium Risk
4.4,82.08,65.66,24.97,0.81,3,Female,36.17,High Risk
75.47,54.36,77.75,83.76,1.06,5,Male,60.59,Medium Risk
90.19,55.82,20.69,87.87,3.85,6,Other,74.06,Low Risk
79.03,90.67,98.08,77.67,2.82,4,Female,81.88,Low Risk
59.36,29.94,68.23,74.01,1.33,6,Other,50.48,Medium Risk
75.56,64.21,88.81,78.11,3.26,6,Other,77.14,Low Risk
44.94,11.35,56.76,18.55,2.72,3,Male,41.8,High Risk
18.38,16.58,4.5,87.32,2.77,4,Male,39.0,High Risk
57.36,95.73,71.18,60.74,3.32,7,Male,74.02,Low Risk
11.59,88.51,48.93,14.16,0.61,2,Other,33.88,High Risk
56.99,72.21,48.11,59.73,3.9,1,Male,69.24,Medium Risk
69.11,71.02,16.08,81.41,2.04,5,Other,58.86,Medium Risk
93.95,90.44,73.05,12.26,3.77,3,Male,77.93,Low Risk
89.21,89.62,21.93,68.56,3.45,6,Female,75.36,Low Risk
92.68,93.28,39.15,32.93,1.8,8,Female,63.89,Medium Risk
82.64,9.27,51.28,52.06,2.3,5,Other,52.39,Medium Risk
61.61,55.71,22.73,48.99,2.19,6,Male,50.99,Medium Risk
85.57,97.96,21.53,99.34,2.46,8,Other,74.49,Low Risk
72.26,99.86,75.71,95.69,2.95,7,Male,82.18,Low Risk
9.46,16.61,72.31,38.91,0.86,7,Female,27.74,High Risk
51.54,22.55,13.23,95.73,2.62,5,Other,50.11,Medium Risk
67.59,37.24,51.28,18.8,0.62,2,Male,38.73,High Risk
70.97,83.67,72.35,65.02,3.75,6,Male,78.52,Low Risk
86.54,82.08,74.48,0.74,3.46,4,Other,70.96,Low Risk
62.55,77.0,15.35,31.84,3.47,4,Female,59.8,Medium Risk
38.56,4.68,53.54,99.54,3.88,6,Male,57.79,Medium Risk
90.18,74.39,18.12,78.47,2.9,3,Other,70.04,Low Risk
25.59,69.02,54.32,83.75,3.84,7,Other,64.91,Medium Risk
77.76,90.12,91.19,67.1,3.39,5,Male,82.39,Low Risk
52.11,83.85,93.85,33.36,3.39,4,Female,70.07,Low Risk
46.6,52.26,76.39,79.92,1.97,2,Female,57.86,Medium Risk
20.04,3.54,90.59,87.63,0.74,3,Male,37.08,High Risk
66.7,60.57,81.01,44.95,1.11,2,Female,54.62,Medium Risk
91.37,87.62,76.24,83.52,2.92,8,Female,82.58,Low Risk
85.57,49.07,92.09,62.81,3.98,8,Male,79.32,Low Risk
37.64,98.66,71.78,95.12,0.47,3,Other,57.11,Medium Risk
87.11,67.98,83.85,71.64,0.59,3,Other,62.38,Medium Risk
78.7,71.57,0.39,2.67,0.78,5,Male,39.32,High Risk
81.29,88.12,54.7,81.99,2.05,1,Female,71.26,Low Risk
93.17,96.43,42.67,61.71,3.21,1,Male,78.3,Low Risk
0.4,1.66,99.31,58.46,0.51,5,Other,27.29,High Risk
93.94,15.66,12.75,41.29,0.5,3,Other,37.85,High Risk
51.26,57.39,89.73,98.56,3.11,2,Male,71.97,Low Risk
14.66,43.2,28.4,11.88,2.05,1,Male,31.16,High Risk
87.45,79.16,43.19,11.86,1.49,8,Other,55.26,Medium Risk
33.93,76.38,72.83,60.09,2.23,1,Other,57.63,Medium Risk
6.32,80.79,61.63,42.84,3.21,1,Female,53.47,Medium Risk
71.71,2.57,14.2,68.29,0.49,6,Male,33.88,High Risk
61.28,18.12,32.62,19.57,2.79,7,Female,44.21,High Risk
93.49,89.43,88.21,34.81,2.02,7,Male,72.34,Low Risk
89.51,95.09,99.68,69.39,2.32,6,Male,81.26,Low Risk
54.06,23.9,71.29,50.06,0.71,7,Female,40.94,High Risk
29.94,4.74,2.48,43.0,3.53,1,Male,37.32,High Risk
79.87,88.52,41.37,24.34,0.18,3,Female,48.65,High Risk
27.52,19.56,21.39,19.81,2.1,7,Male,30.1,High Risk
25.79,69.29,98.73,15.06,0.35,6,Other,39.56,High Risk
97.38,74.62,94.82,33.95,2.14,1,Female,71.96,Low Risk
97.04,71.47,55.4,23.34,3.83,7,Female,74.3,Low Risk
42.78,27.98,68.58,84.09,3.07,4,Female,58.38,Medium Risk
67.49,74.88,16.72,98.81,3.66,6,Male,72.05,Low Risk
93.74,29.05,41.22,75.89,1.37,4,Female,55.37,Medium Risk
60.92,96.0,87.22,34.87,3.44,4,Other,74.24,Low Risk
46.13,22.13,59.37,2.58,0.14,4,Other,26.13,High Risk
3.23,75.0,38.2,59.87,0.99,3,Male,36.71,High Risk
55.06,29.0,97.16,62.17,2.68,2,Female,60.21,Medium Risk
59.12,43.63,25.03,80.74,0.7,5,Other,43.75,High Risk
80.04,88.16,65.05,32.25,3.63,3,Male,74.92,Low Risk
16.04,61.38,88.24,26.53,2.73,2,Female,50.56,Medium Risk
29.03,43.99,68.56,3.99,3.18,4,Male,46.81,High Risk
4.31,81.61,5.19,67.23,0.63,8,Female,32.2,High Risk
67.92,75.25,67.58,17.96,1.79,2,Other,56.05,Medium Risk
6.66,59.44,14.62,82.47,1.24,8,Male,35.87,High Risk
10.59,22.58,84.07,39.66,1.58,5,Male,35.6,High Risk
29.3,95.34,39.51,80.01,3.87,6,Other,68.51,Medium Risk
34.48,59.04,50.66,14.86,1.79,2,Female,41.44,High Risk
31.8,50.45,87.5,85.11,0.17,4,Male,44.99,High Risk
23.92,78.69,34.55,49.56,2.7,3,Male,51.21,Medium Risk
42.69,41.05,53.63,5.06,1.2,3,Other,35.19,High Risk
20.61,87.76,46.15,9.65,0.42,5,Male,33.7,High Risk
33.87,22.81,18.88,76.34,3.81,3,Male,51.12,Medium Risk
36.0,25.64,10.48,94.11,0.57,3,Male,33.38,High Risk
99.74,97.19,92.33,14.53,3.16,7,Male,80.15,Low Risk
54.14,64.46,28.78,81.18,3.43,7,Male,64.36,Medium Risk
82.84,62.09,98.5,59.57,3.84,5,Female,80.84,Low Risk
87.15,45.65,7.7,77.28,2.64,7,Female,60.16,Medium Risk
92.29,55.78,35.82,90.87,1.55,4,Female,62.92,Medium Risk
67.47,94.51,53.74,65.39,3.47,6,Other,75.33,Low Risk
97.91,71.55,46.41,22.13,3.55,8,Female,71.26,Low Risk
85.74,17.05,92.33,75.48,3.26,6,Female,70.39,Low Risk
44.61,59.28,45.38,64.71,3.02,2,Other,58.4,Medium Risk
91.01,90.62,18.06,55.85,3.53,7,Female,74.03,Low Risk
61.38,79.19,76.8,48.88,2.93,2,Other,68.35,Medium Risk
44.48,58.93,53.3,68.81,1.89,3,Other,53.03,Medium Risk
71.15,37.94,55.78,37.04,2.09,8,Male,52.36,Medium Risk
56.5,86.33,78.42,66.8,2.66,6,Female,69.8,Medium Risk
21.27,4.92,4.46,8.88,2.32,8,Female,22.8,High Risk
94.21,99.69,32.53,98.88,3.94,3,Male,87.83,Low Risk
95.55,86.84,29.08,99.78,1.27,7,Female,68.52,Medium Risk
24.71,85.92,29.73,21.02,1.24,5,Male,38.72,High Risk
84.08,25.73,84.46,78.59,3.35,3,Female,71.56,Low Risk
96.59,71.97,67.69,36.14,0.01,5,Male,54.18,Medium Risk
58.2,99.15,96.93,61.38,3.55,2,Female,80.31,Low Risk
11.24,0.72,88.42,67.13,1.19,6,Male,33.72,High Risk
74.81,7.19,59.21,75.61,1.44,5,Male,49.36,High Risk
45.18,86.78,96.23,84.42,3.37,4,Other,76.81,Low Risk
30.91,91.25,82.64,74.41,3.82,8,Male,73.41,Low Risk
78.71,23.44,100.0,66.01,3.59,8,Male,71.7,Low Risk
2.61,32.82,67.79,10.87,0.25,8,Female,20.58,High Risk
49.35,65.18,8.73,44.1,2.32,2,Male,47.8,High Risk
59.77,63.09,80.46,89.11,3.76,1,Male,76.5,Low Risk
39.11,5.4,99.9,91.44,2.34,8,Male,54.18,Medium Risk
94.53,76.93,42.03,98.55,3.08,6,Female,79.36,Low Risk
39.44,69.27,91.14,3.42,2.51,5,Other,53.59,Medium Risk
86.31,73.61,96.52,69.59,2.98,2,Female,79.84,Low Risk
99.52,85.96,29.41,56.44,3.85,5,Female,79.01,Low Risk
85.32,46.43,75.79,91.66,2.76,4,Male,72.98,Low Risk
29.96,17.52,21.95,47.78,3.5,8,Female,43.33,High Risk
60.81,12.11,61.0,55.53,3.73,2,Female,58.42,Medium Risk
95.97,59.48,64.17,70.99,2.82,5,Other,73.79,Low Risk
59.89,81.71,92.28,42.71,3.33,7,Female,72.38,Low Risk
95.36,94.4,9.56,94.61,3.1,3,Female,77.72,Low Risk
85.99,84.55,10.91,69.5,1.58,6,Other,60.34,Medium Risk
11.22,25.71,18.26,0.75,1.26,8,Other,18.67,High Risk
73.59,10.59,60.58,59.69,3.14,1,Female,58.18,Medium Risk
79.48,83.77,28.44,30.38,3.5,1,Male,67.32,Medium Risk
94.57,37.83,77.08,54.05,0.73,5,Male,55.44,Medium Risk
70.84,14.13,27.61,65.59,1.92,6,Other,46.52,High Risk
17.68,85.66,75.85,71.95,1.73,3,Female,54.53,Medium Risk
58.21,75.69,90.87,68.43,3.98,7,Male,78.46,Low Risk
46.84,25.94,4.52,48.15,3.84,2,Female,48.8,High Risk
94.98,76.65,80.43,11.23,3.77,7,Male,76.39,Low Risk
46.47,36.79,21.92,20.84,3.01,8,Male,44.2,High Risk
22.5,28.05,44.21,26.87,2.77,2,Female,39.21,High Risk
24.49,26.7,80.85,27.33,0.01,1,Female,27.75,High Risk
10.03,78.28,94.24,2.23,2.41,2,Other,47.7,High Risk
35.52,45.25,41.62,19.0,3.59,7,Male,49.46,High Risk
3.34,30.23,42.29,58.56,0.6,1,Female,25.76,High Risk
20.99,20.1,78.2,67.19,2.59,4,Male,47.26,High Risk
98.01,48.47,79.75,49.75,2.96,1,Female,72.12,Low Risk
97.19,14.58,24.62,93.24,2.52,6,Male,60.64,Medium Risk
51.24,90.94,75.72,71.28,3.62,3,Female,75.67,Low Risk
51.15,20.56,25.81,35.85,0.04,4,Female,26.4,High Risk
73.96,94.8,64.46,96.31,3.98,2,Male,86.44,Low Risk
30.06,26.44,40.66,96.78,3.38,8,Male,54.54,Medium Risk
42.84,68.98,86.82,36.96,2.27,6,Male,57.26,Medium Risk
85.34,23.39,5.83,28.14,1.17,4,Female,38.42,High Risk
27.96,3.2,61.44,37.37,2.61,7,Male,38.76,High Risk
83.76,48.44,4.87,1.65,1.89,1,Male,43.42,High Risk
73.23,70.54,23.63,28.33,1.7,5,Male,50.83,Medium Risk
96.2,96.23,38.19,32.58,2.04,4,Male,66.66,Medium Risk
88.37,67.06,63.73,66.06,3.68,2,Female,77.97,Low Risk
3.66,63.39,90.62,97.67,2.6,2,Other,58.09,Medium Risk
71.29,46.36,97.44,3.93,3.95,1,Other,66.99,Medium Risk
87.91,62.95,63.5,60.92,1.74,4,Male,64.11,Medium Risk
69.1,70.67,52.81,87.6,0.91,7,Other,58.16,Medium Risk
78.64,14.84,17.94,75.21,0.6,1,Female,40.35,High Risk
88.88,54.41,88.59,22.52,1.32,6,Female,58.02,Medium Risk
97.03,99.43,66.99,20.99,2.17,2,Female,70.9,Low Risk
27.37,15.73,97.57,23.56,0.81,7,Female,33.22,High Risk
71.53,89.04,59.54,96.71,0.48,8,Female,62.13,Medium Risk
4.44,99.77,86.95,88.28,3.81,2,Female,71.16,Low Risk
99.5,7.87,38.47,18.07,1.41,2,Male,43.74,High Risk
98.5,43.56,89.68,97.8,2.14,3,Other,74.83,Low Risk
28.12,65.94,72.7,76.86,0.43,5,Other,45.34,High Risk
93.7,25.73,49.15,17.38,0.23,8,Male,39.99,High Risk
72.73,10.56,24.18,49.88,0.66,6,Female,35.53,High Risk
83.61,20.02,63.03,57.7,1.6,3,Other,53.02,Medium Risk
14.49,68.24,12.0,7.36,2.85,2,Male,37.99,High Risk
82.82,71.84,58.62,32.25,2.79,2,Other,66.14,Medium Risk
4.9,23.45,62.19,85.81,0.02,8,Female,28.24,High Risk
59.73,25.09,93.27,41.39,1.15,4,Other,47.34,High Risk
96.51,76.76,24.25,71.6,0.08,8,Other,54.36,Medium Risk
87.6,92.54,20.83,19.58,2.2,7,Other,60.22,Medium Risk
65.23,40.76,93.16,91.37,3.2,1,Male,72.14,Low Risk
34.4,51.92,29.25,79.91,1.99,5,Other,47.8,High Risk
96.16,36.88,71.03,27.65,3.99,2,Male,71.16,Low Risk
40.69,98.69,63.78,92.58,4.0,5,Female,78.36,Low Risk
22.79,75.93,55.4,2.12,1.27,1,Male,37.45,High Risk
64.23,78.24,90.67,70.19,3.09,8,Male,75.15,Low Risk
4.45,21.96,34.24,99.95,1.21,3,Male,33.2,High Risk
33.29,65.34,54.95,9.64,3.5,8,Female,52.95,Medium Risk
77.82,66.14,84.29,99.02,1.91,2,Male,72.12,Low Risk
72.33,51.98,36.82,5.04,0.57,4,Male,38.32,High Risk
63.87,82.66,59.69,74.86,1.12,8,Other,59.68,Medium Risk
88.97,29.92,97.42,84.45,2.6,1,Female,71.76,Low Risk
64.84,66.48,42.59,76.11,3.71,7,Male,70.5,Low Risk
51.13,81.16,12.74,12.46,2.27,1,Male,46.98,High Risk
13.68,68.46,49.11,1.68,1.1,8,Other,31.61,High Risk
68.94,67.14,94.43,67.05,2.47,8,Male,70.32,Low Risk
76.4,96.58,86.4,32.38,2.91,1,Male,74.42,Low Risk
7.48,11.02,69.2,64.8,0.28,5,Other,25.92,High Risk
74.57,27.16,18.11,32.81,1.92,6,Female,43.71,High Risk
13.8,79.07,27.06,88.48,2.65,4,Male,53.16,Medium Risk
87.31,86.17,85.04,27.41,3.18,1,Male,75.8,Low Risk
43.76,56.48,13.87,29.33,1.22,8,Male,36.34,High Risk
53.95,39.19,25.47,75.53,2.04,2,Male,49.23,High Risk
38.84,1.11,88.63,97.73,3.45,3,Male,59.45,Medium Risk
61.18,98.59,65.4,89.88,2.9,7,Male,76.43,Low Risk
2.91,40.66,64.92,57.4,0.62,8,Female,31.08,High Risk
63.45,34.33,42.04,95.92,3.01,5,Female,62.23,Medium Risk
92.26,74.99,7.67,91.89,3.13,3,Male,72.56,Low Risk
80.92,48.27,95.49,8.39,2.46,2,Male,60.84,Medium Risk
95.24,84.36,97.4,40.32,2.67,2,Other,78.03,Low Risk
93.98,10.78,88.22,94.54,2.76,8,Male,70.31,Low Risk
29.63,34.59,79.07,87.83,1.29,8,Female,47.42,High Risk
94.43,73.62,54.78,60.07,3.89,5,Male,79.87,Low Risk
15.45,72.93,64.28,6.98,0.46,8,Female,32.01,High Risk
95.36,85.93,94.82,99.16,0.88,1,Other,75.62,Low Risk
86.55,98.59,76.62,85.7,2.38,8,Other,80.58,Low Risk
97.05,94.84,27.34,2.94,1.32,6,Other,56.02,Medium Risk
57.35,57.92,16.73,97.5,1.02,4,Other,49.43,High Risk
33.35,33.07,12.72,18.87,3.4,8,Female,40.94,High Risk
43.48,77.93,42.6,23.58,1.09,7,Male,43.2,High Risk
93.49,95.11,77.81,38.72,3.89,7,Female,84.19,Low Risk
31.28,99.18,15.73,29.85,3.68,2,Other,57.49,Medium Risk
90.06,56.07,36.05,4.44,0.44,2,Male,42.55,High Risk
56.51,54.83,25.06,45.28,0.35,3,Other,37.83,High Risk
97.28,94.3,79.27,74.12,3.81,2,Male,90.0,Low Risk
3.89,60.03,9.23,54.25,3.01,8,Female,41.31,High Risk
31.71,95.29,29.09,51.51,1.02,8,Other,45.45,High Risk
31.06,78.36,32.8,92.09,1.07,4,Male,48.86,High Risk
79.09,97.74,94.86,14.89,3.73,1,Male,79.1,Low Risk
94.89,57.43,48.54,75.01,0.39,4,Female,56.18,Medium Risk
95.63,81.86,43.17,34.63,3.57,4,Male,74.26,Low Risk
82.62,98.08,54.06,37.44,3.17,7,Male,73.81,Low Risk
96.7,82.68,38.04,80.87,1.93,6,Female,70.61,Low Risk
75.84,64.4,94.66,81.56,3.09,3,Other,77.59,Low Risk
78.78,71.53,97.73,93.83,2.34,3,Other,77.36,Low Risk
3.12,69.04,43.51,41.57,1.0,4,Female,33.6,High Risk
8.0,91.09,74.46,93.18,1.88,6,Female,57.11,Medium Risk
71.19,56.35,49.56,5.52,1.39,7,Other,46.02,High Risk
78.03,74.38,85.16,73.94,3.79,2,Female,81.94,Low Risk
67.65,71.3,83.93,52.27,3.61,6,Female,74.16,Low Risk
93.0,99.81,78.27,72.93,2.11,5,Male,79.08,Low Risk
64.64,34.59,22.54,86.6,2.99,5,Other,58.14,Medium Risk
23.22,95.21,55.93,89.77,1.11,4,Male,53.64,Medium Risk
66.68,47.18,32.16,8.59,0.98,6,Male,38.34,High Risk
67.96,43.33,87.74,79.16,3.22,4,Female,70.82,Low Risk
31.9,92.94,33.12,83.49,3.58,7,Female,66.43,Medium Risk
50.68,52.8,98.14,36.64,3.77,2,Other,67.01,Medium Risk
76.11,78.61,12.81,45.04,1.48,2,Other,52.68,Medium Risk
84.86,65.26,80.44,53.27,2.53,1,Male,70.14,Low Risk
21.61,48.5,71.67,28.67,3.03,7,Female,49.09,High Risk
27.36,49.99,32.82,94.28,2.03,7,Female,48.59,High Risk
62.48,53.75,60.62,10.12,1.09,7,Female,43.79,High Risk
24.57,23.07,2.72,95.85,2.84,1,Female,43.29,High Risk
84.35,94.73,53.44,95.74,3.13,5,Other,81.97,Low Risk
94.03,16.8,88.45,80.44,3.98,5,Male,77.08,Low Risk
37.95,88.72,35.47,83.97,2.18,2,Female,58.77,Medium Risk
64.73,85.67,93.55,68.64,3.65,7,Other,80.46,Low Risk
12.6,14.37,69.31,17.29,2.03,1,Other,31.7,High Risk
89.82,30.08,59.7,28.75,2.6,4,Male,57.99,Medium Risk
40.33,8.03,26.27,98.6,0.84,1,Male,35.67,High Risk
22.56,15.31,69.01,46.86,2.73,3,Other,43.14,High Risk
89.15,94.82,45.76,98.74,3.14,8,Other,82.55,Low Risk
97.01,74.57,82.46,87.4,2.11,8,Female,77.83,Low Risk
94.59,10.17,88.0,80.01,1.68,8,Male,61.38,Medium Risk
68.99,35.68,6.73,40.28,1.04,6,Male,37.93,High Risk
85.14,97.73,80.59,25.22,3.34,6,Male,77.58,Low Risk
88.84,92.97,9.98,10.74,0.46,4,Female,46.79,High Risk
73.49,39.14,86.39,74.2,2.97,1,Other,68.85,Medium Risk
99.36,56.03,96.83,49.26,3.21,2,Female,78.02,Low Risk
69.24,91.21,57.45,76.11,2.57,4,Other,71.65,Low Risk
86.34,88.32,83.23,66.43,1.76,7,Female,72.7,Low Risk
91.63,58.53,96.69,86.8,1.28,6,Other,70.14,Low Risk
39.26,8.0,75.53,43.38,1.88,8,Male,41.0,High Risk
87.37,73.43,43.23,35.8,3.26,3,Other,68.76,Medium Risk
29.93,70.37,40.44,60.0,3.99,1,Other,61.56,Medium Risk
11.75,5.98,83.47,15.58,2.14,1,Other,32.37,High Risk
66.22,41.89,22.24,74.52,1.04,7,Male,45.95,High Risk
99.42,5.19,53.14,17.18,2.49,8,Female,52.0,Medium Risk
35.22,71.14,1.84,43.92,2.58,2,Female,46.02,High Risk
81.81,26.14,99.56,56.33,0.93,7,Female,54.88,Medium Risk
12.78,21.25,78.19,54.98,0.09,1,Other,27.98,High Risk
98.61,95.39,44.22,52.39,2.39,1,Male,73.16,Low Risk
76.39,77.96,88.81,84.39,1.66,5,Female,71.04,Low Risk
48.4,43.38,19.7,89.61,3.9,3,Male,61.55,Medium Risk
39.39,51.88,52.0,47.02,2.45,5,Other,50.39,Medium Risk
18.15,52.96,70.67,57.53,0.37,3,Other,36.67,High Risk
3.09,39.64,94.51,5.09,3.0,5,Male,42.39,High Risk
36.01,52.71,69.58,31.72,1.91,6,Other,46.68,High Risk
97.97,22.12,36.91,42.94,0.5,1,Female,44.02,High Risk
81.48,98.3,5.52,38.38,3.87,7,Female,70.8,Low Risk
86.61,58.93,35.87,40.87,1.73,7,Female,55.76,Medium Risk
93.17,41.74,71.79,19.68,2.14,4,Male,58.74,Medium Risk
65.32,67.29,43.48,22.86,2.89,8,Male,57.8,Medium Risk
67.67,6.61,0.11,21.23,3.58,7,Female,43.82,High Risk
77.84,19.46,46.67,4.38,0.62,6,Other,34.88,High Risk
19.16,2.48,92.75,44.82,1.23,2,Female,33.61,High Risk
4.41,34.01,35.13,34.01,1.95,1,Other,30.46,High Risk
90.96,58.71,85.03,34.06,2.0,7,Female,64.85,Medium Risk
83.51,21.31,0.43,57.12,3.98,8,Male,58.65,Medium Risk
7.37,1.08,12.3,15.6,3.52,4,Female,28.24,High Risk
71.36,99.28,34.15,16.29,2.08,7,Female,58.26,Medium Risk
61.21,87.4,31.87,83.95,3.7,1,Female,73.28,Low Risk
62.22,65.95,51.04,38.37,2.3,8,Female,56.53,Medium Risk
67.86,88.62,76.69,62.85,0.61,1,Male,59.43,Medium Risk
93.82,59.84,80.41,43.47,2.94,2,Male,72.38,Low Risk
63.17,54.89,0.44,99.43,3.26,7,Female,62.13,Medium Risk
